316	1	19	National Gun Appreciation Day
317	1	19	Sultan of Kedah’s Birthday in Malaysia
318	1	19	Artist as Outlaw Day
319	1	19	Epiphany in Eastern Christianity
320	1	19	Kokborok Day in Tripura
321	1	19	Rescuer's Day in Belarus
322	1	19	Confederate Memorial Day in the United States
323	1	19	Brew a Potion Day
324	1	19	World Quark Day
325	1	19	Tenderness Toward Existence Day
326	1	19	Good Memory Day
327	1	20	Heroes' Day in Cape Verde and Guinea-Bissau
328	1	20	Elementary School Teacher Day
329	1	20	International Day of Acceptance
330	1	20	Martin Luther King Jr. Day
331	1	20	Martyr's Day in Azerbaijan
332	1	20	Tamborrada
333	1	20	National Buttercrunch Day
334	1	20	Penguin Awareness Day
335	1	20	Armed Forces Day in Mali
336	1	20	National Disc Jockey Day
337	1	20	National Cheese Lover's Day
338	1	20	Commemoration Day of Defenders of the Barricades in Latvia
339	1	20	Camcorder Day
340	1	20	Cheese Lovers Day
341	1	20	Timkat in Ethiopia and Eritrea
342	1	20	Take a Walk Outdoors Day
343	1	20	Robert E. Lee Day
344	1	20	Martin Luther King, Jr. Day
345	1	20	National Day of Service
346	1	21	Errol Barrow Day in Barbados
347	1	21	Lincoln Alexander Day in Canada
348	1	21	National Hugging Day™
349	1	21	International Playdate Day
350	1	21	International Sweatpants Day
351	1	21	National Granola Bar Day
352	1	21	One-Liners Day
353	1	21	National Hugging Day (United States)
354	1	21	Birthday of Princess Ingrid Alexandra of Norway
355	1	21	Squirrel Appreciation Day
356	1	21	Our Lady of Altagracia Day in the Dominican Republic
357	1	21	Flag Day in Quebec
358	1	21	Grandmother's Day in Poland
359	1	21	Own Your Own Home Day
360	1	21	National New England Clam Chowder Day
361	1	21	Rid the World of Fad Diet and Gimmicks Day
362	1	22	National Polka Dot Day
363	1	22	Roe vs. Wade Day
364	1	22	National Blonde Brownie Day
365	1	22	Unity Day in Ukraine
366	1	22	Come in From the Cold Day
367	1	22	Celebration of Life Day
368	1	22	Dance of the Seven Veils Day
369	1	22	National Hot Sauce Day
370	1	22	Plurinational State Foundation Day in Bolivia
371	1	22	Answer Your Cat's Questions Day
372	1	22	Library Shelfie Day
373	1	22	National Blond Brownie Day
374	1	22	Grandfather's Day in Poland
375	1	23	National Handwriting Day
376	1	23	Snowplow Mailbox Hockey Day
377	1	23	Measure Your Feet Day
378	1	23	Netaji Subhas Chandra Bose Jayanti in India
379	1	23	National Pie Day
380	1	23	National Rhubarb Pie Day
381	1	23	World Freedom Day in Taiwan
382	1	23	Clashing Clothes Day
383	1	23	Bounty Day in Pitcairn Island
384	1	24	Unification Day in Romania
385	1	24	Global Belly Laugh Day
386	1	24	National Peanut Butter Day
387	1	24	National Lobster Thermidor Day
388	1	24	National Activity Professionals Day
389	1	24	"National ""Just Do It"" Day"
390	1	24	National Compliment Day
391	1	24	International Day of Education
392	1	24	Beer Can Appreciation Day
393	1	24	Macintosh Computer Day
394	1	24	Feast of Our Lady of Peace in Roman Catholic Church
395	1	24	Eskimo Pie Day
396	1	24	National Eskimo Pie Patent Day
397	1	24	Talk Like a Grizzled Prospector Day
398	1	24	Foreign Intelligence Service Day in Ukraine
399	1	24	Moebius Syndrome Awareness Day
400	1	24	National Compliment Day 
401	1	24	National Girl Child Day in India
402	1	25	National Irish Coffee Day
403	1	25	Fluoride Day
404	1	25	A Room Of One's Own Day
405	1	25	National Voters' Day (India)
406	1	25	Chinese New Year
407	1	25	Traditional Day of Offering in Bhutan
408	1	25	Saint Dwynwen's Day in Wales
409	1	25	National Opposite Day
410	1	25	National Seed Swap Day
411	1	25	National Voter's Day in India
412	1	25	Burns Supper
413	1	25	Food and Nutrition Day in Indonesia
414	1	25	Double Seventh Festival in China
415	1	25	Burns Night (Roberts Burns' birth anniversary)
416	1	25	Robert Burns Day in Scotland
417	1	25	Betico Croes Day in Aruba
418	1	25	Tatiana Day in Russia
419	1	25	National Police Day in Egypt
420	1	25	Visit Your Local Quilt Shop Day
421	1	25	National Tourism Day in India
422	1	25	Lunar (Chinese) New Year
423	1	25	25 January Revolution Day in Egypt
424	1	25	Local Quilt Shop Day
425	1	26	National Green Juice Day
426	1	26	Auschwitz Liberation Day in the Netherlands
427	1	26	World Leprosy Day
428	1	26	Spouses Day
429	1	26	Republic Day in India
430	1	26	International Customs Day
431	1	26	Duarte Day in the Dominican Republic
432	1	26	Toad Hollow Day of Encouragement
433	1	26	Australia Day
434	1	26	Day of the International Recognition of Latvia
435	1	26	Belarusian Science Day
436	1	26	Spouse's Day
437	1	26	National Peanut Brittle Day
438	1	26	Child Labor Day
439	1	26	International Internet-Free Day
440	1	26	Lotus 1-2-3 Day
441	1	26	NRM Liberation Day in Uganda
442	1	26	Engineer's and Architect’s Day in Panama
443	1	26	World Environmental Education Day
444	1	27	Feast of Saint Nino in Georgia
445	1	27	Public Employment Services Worker’s Day in Poland
446	1	27	National Bubble Wrap Appreciation Day
447	1	27	Feast of Saint Sava in Serbia
448	1	27	International Day of Commemoration in memory of the victims of the Holocaust
449	1	27	Family Literacy Day
450	1	27	National Geographic Day
451	1	27	National Chocolate Cake Day
452	1	27	Day of Fatherland Defenders in Turkmenistan
453	1	27	Punch the Clock Day
454	1	27	Family Literacy Day in Canada
455	1	27	Community Manager Appreciation Day
456	1	27	National Heroes' Day in the Cayman Islands
457	1	27	e-Day
458	1	27	World Breast Pumping Day
459	1	27	Vietnam Peace Day
460	1	27	Better Business Communication Day
461	1	27	International Holocaust Remembrance Day
462	1	27	Day of Lifting of the Siege of Leningrad in Russia
463	1	27	Saint Devota's Day in Monaco
464	1	27	Thomas Crapper Day
465	1	28	National Kazoo Day
466	1	28	International Mobilization Day against Nuclear War
467	1	28	Pop Art Day
468	1	28	Name Day of King Carl XVI Gustaf of Sweden
469	1	28	National Blueberry Pancake Day
470	1	28	Daisy Day
471	1	28	National Lego Day
472	1	28	Data Privacy Day a.k.a. Data Protection Day
473	1	28	National Plan for Vacation Day
474	1	28	Data Privacy Day
475	1	28	Thank a Plugin Developer Day
476	1	28	Army Day in Armenia
477	1	28	Speak Up and Succeed Day
478	1	28	Fun at Work Day
479	1	28	International LEGO® Day
480	1	28	Rattlesnake Roundup Day
481	1	28	Global Community Engagement Day
482	1	29	National Carnation Day
483	1	29	National Puzzle Day
484	1	29	Curmudgeons Day
485	1	29	Prosecutors' Day in Moldova
486	1	29	National Frito Pie Day
487	1	29	Cornchip Day
488	1	29	National Corn Chip Day
489	1	29	Martyrdom of Fatimah in Iran
490	1	29	Freethinkers Day
491	1	29	Martyr's Day in Nepal
492	1	29	Seeing Eye Dog Day
493	1	30	National Inane Answering Message Day
494	1	30	Saudade Day in Brazil
495	1	30	Fred Korematsu Day in the United States
496	1	30	National Croissant Day
497	1	30	School Day of Non-violence and Peace
498	1	30	National Escape Day
499	1	30	Martyr's Day in India
500	1	30	Day of Azerbaijani Customs
501	1	30	CTE Awareness Day
502	1	30	Yodel for Your Neighbors Day
503	1	31	Hug an Economist Day
504	1	31	Scotch Tape Day
505	1	31	Street Children's Day in Austria
506	1	31	Appreciate Your Social Security Check Day
507	1	31	Hell is Freezing Over Day
508	1	31	National Brandy Alexander Day
509	1	31	Street Children's Day
510	1	31	National Preschool Health and Fitness Day
511	1	31	National Big Wig Day™
512	1	31	Backward Day
513	1	31	National Fun at Work Day
514	1	31	Inspire Your Heart with Art Day
515	1	31	Backwards Day
516	1	31	National Hot Chocolate Day
517	1	31	Eat Brussel Sprouts Day
518	1	31	Earned Income Tax Credit Awareness Day
519	1	31	Amartithi (Meher Baba Remembrance Day)
520	1	31	Independence Day in Nauru
521	1	31	Gorilla Suit Day
522	2	1	G.I. Joe Day
523	2	1	Take Your Child To The Library Day
524	2	1	Saint Brigid's Day in Ireland
525	2	1	Car Insurance Day
526	2	1	National Baked Alaska Day
527	2	1	Robinson Crusoe Day
528	2	1	National Pisco Sour Day in Peru
529	2	1	National Serpent Day
530	2	1	National Freedom Day
531	2	1	National Get Up Day
532	2	1	Decorating With Candy Day
533	2	1	Spunky Old Broads Day
534	2	1	Memorial Day of the Republic in Hungary
535	2	1	World Hijab Day
536	2	1	Eat Ice Cream for Breakfast Day
537	2	1	Lace Day
538	2	1	National Heroes' Day in Rwanda
539	2	1	International Pisco Sour Day
540	2	1	Dark Chocolate Day
541	2	1	Air Force Day in Nicaragua
542	2	1	Abolition Day in Mauritius
543	2	1	Federal Territory Day in Malaysia
544	2	1	Hula in the Coola Day
545	2	1	World Aspergillosis Day
546	2	1	World Read Aloud Day
547	2	1	Change Your Password Day
548	2	1	National Freedom Day in the USA
549	2	1	Imbolc
550	2	2	Victory in the Battle of Stalingrad in Russia
551	2	2	Youth Day in Azerbaijan
552	2	2	National Tater Tot Day
553	2	2	Super Bowl Sunday
554	2	2	Crepe Day
555	2	2	Rheumatoid Arthritis Awareness Day
556	2	2	Battle of Mysunde Day in Denmark
557	2	2	National Heavenly Hash Day
558	2	2	Candlemas day
559	2	2	National Agriculture Day in Thailand
560	2	2	Sled Dog Day
561	2	2	World Play Your Ukulele Day
562	2	2	Dump Your Significant Jerk Day
563	2	2	Anniversary of the Tartu Peace Treaty in Estonia
564	2	2	Marmot Day in Alaska
565	2	2	Yorkshire Pudding Day
566	2	2	Super Chicken Wing Day
567	2	2	Candlemas
568	2	2	Lung Leavin' Day
569	2	2	Crêpe Day
570	2	2	Groundhog Day
571	2	2	Day of the Crêpe
572	2	2	National Space Technology Day in Iran
573	2	2	Marmot Day
574	2	2	World Wetlands Day
575	2	2	Constitution Day in the Philippines
576	2	2	Candlemas in Western Christianity
577	2	2	World Ukulele Day
578	2	2	Self Renewal Day
579	2	2	Groundhog Job Shadow Day
580	2	2	California Kiwifruit Day
581	2	2	Candles Day in Estonia
582	2	2	Inventor's Day in Thailand
583	2	2	Hedgehog Day
584	2	3	Communist Party of Vietnam Foundation Anniversary
585	2	3	Constitution Day in Mexico
586	2	3	Elmo's Birthday
587	2	3	The Day the Music Died
588	2	3	Four Chaplains Memorial Day
589	2	3	National Football Hangover Day
590	2	3	Veterans' Day in Thailand
591	2	3	Day of the Virgin of Suyapa in Honduras
592	2	3	Heroes' Day in Mozambique
593	2	3	Four Chaplains Day in the USA
594	2	3	National Carrot Cake Day
595	2	3	International Golden Retriever Day
596	2	3	Setsubun
597	2	3	National Women Physicians Day
598	2	3	Take a Cruise Day
599	2	3	Doggy Date Night
600	2	3	National Missing Persons Day
601	2	3	American Painters Day
602	2	3	National Wedding Ring Day
603	2	3	National Cordova Ice Worm Day
604	2	3	National Patient Recognition Day
605	2	3	Martyrs' Day in São Tomé and Príncipe
606	2	4	World Cancer Day
607	2	4	Thank A Letter Carrier Day
608	2	4	National Hemp Day
609	2	4	Sweater Day
610	2	4	National Homemade Soup Day
611	2	4	National Create a Vacuum Day
612	2	4	Independence Day in Sri Lanka
613	2	4	Liberace Day
614	2	4	African American Coaches Day
615	2	4	National Stuffed Mushroom Day
616	2	4	Thank Your Mailman Day
617	2	4	Liberation Movement Day in Angola
618	2	4	USO Day
619	2	4	Safer Internet Day
620	2	4	Torture Abolition Day
621	2	4	National Thank a Mailman Day
622	2	4	Rosa Parks Day
623	2	4	Sri Lankan Independence Day
624	2	4	National Quacker Day
625	2	5	National Weatherperson's Day
626	2	5	National Signing Day
627	2	5	Birthday of Mary, Crown Princess of Denmark
628	2	5	Liberation Day and Saint Agatha's Day in San Marino
629	2	5	National Girls and Women in Sports Day
630	2	5	National Shower with a Friend Day
631	2	5	National Chocolate Fondue Day
632	2	5	Move Hollywood and Broadway to Lebanon, Pennsylvania Day
633	2	5	Birthday of Johan Ludvig Runeberg in Finland
634	2	5	California Western Monarch Day
635	2	5	National Fart Day
636	2	5	Unity Day in Burundi
637	2	5	World Nutella® Day
638	2	5	Kashmir Solidarity Day in Pakistan
639	2	5	Kashmir Solidarity Day
640	2	5	Disaster Day
641	2	6	International Day of Zero Tolerance to Female Genital Mutilation
642	2	6	Bob Marley Day
643	2	6	Waitangi Day in New Zealand
644	2	6	National Chopsticks Day
645	2	6	Food Freedom Day in Canada
646	2	6	Waitangi Day (New Zealand)
647	2	6	Ronald Reagan Day
648	2	6	Lame Duck Day
649	2	6	National Frozen Yogurt Day
650	2	6	Birthday of Princess Marie of Denmark
651	2	6	Sami National Day
652	2	6	Pay-a-Compliment Day
653	2	6	National Sweater Day (Canada)
654	2	7	e Day
655	2	7	National Black HIV/AIDS Awareness Day
656	2	7	Work Naked Day
657	2	7	National Wear Red Day®
658	2	7	Northern Territories Day in Japan
659	2	7	"""e"" Day"
660	2	7	Working Naked Day
661	2	7	National Bubble Gum Day
662	2	7	Give Kids a Smile Day
663	2	7	Wave All Your Fingers At Your Neighbors Day
664	2	7	Ballet Day
665	2	7	International Clash Day
666	2	7	National Wear Red Day in the United States
667	2	7	Independence Day in Grenada
668	2	7	National Fettuccine Alfredo Day
669	2	7	National Periodic Table Day
670	2	7	Saint Mel’s Day in Ireland
671	2	7	Rose Day
672	2	7	Send a Card to a Friend Day
673	2	7	Wear Red Day
674	2	8	Feast of Saint Sarkis in Armenia
675	2	8	National Kite Flying Day
676	2	8	Thaipusam
677	2	8	Global Movie Day
678	2	8	Prešeren Day in Slovenia
679	2	8	National Molasses Bar Day
680	2	8	Iran Air Force Day
681	2	8	Laugh And Get Rich Day
682	2	8	Prison Service Day in Poland
683	2	8	Opera Day
684	2	8	Propose Day
685	2	8	Day of Russian Science
686	2	8	National Kite-Flying Day
687	2	8	Magha Puja
688	2	8	Boy Scouts Day
689	2	8	Parinirvana Day
690	2	9	World Marriage Day
691	2	9	Pizza Pie Day
692	2	9	Read In The Bathtub Day
693	2	9	National Cut the Cord Day
694	2	9	National Toothache Day
695	2	9	National Develop Alternative Vices Day
696	2	9	Mother's Day in Norway
697	2	9	National Pizza Day (at least five slices)[1]
698	2	9	Chocolate Day
699	2	9	Feast Day of St. Apollonia
700	2	9	Racial Justice Sunday in the United Kingdom
701	2	9	Guru Ravidass Jayanti
702	2	9	National Bagel and Lox Day
703	2	9	Man Day
704	2	9	Autism Sunday
705	2	9	St. Maroun's Day in Lebanon
706	2	9	Civil Aviation Day in Russia
707	2	10	Teddy Day
708	2	10	Great American Pizza Bake
709	2	10	Diplomatic Employee Day in Russia
710	2	10	Volunteer Defense’s Day in Thailand
711	2	10	Umbrella Day
712	2	10	Tu Bishvat
713	2	10	Oatmeal Monday
714	2	10	National Memorial Day of the Exiles and Foibe in Italy
715	2	10	Fenkil Day in Eritrea
716	2	10	Clean Out Your Computer Day
717	2	10	National Home Warranty Day
718	2	10	Kurdish Authors Union Day
719	2	10	Feast of Saint Paul's Shipwreck in Malta
720	2	10	National Flannel Day
721	2	10	National Cream Cheese Brownie Day
722	2	10	International Epilepsy Day
723	2	10	World Pulses Day
724	2	10	Plimsoll Day
725	2	11	Youth Day in Cameroon
726	2	11	National Sports Day in Qatar
727	2	11	National Don't Cry Over Spilled Milk Day
728	2	11	National Peppermint Patty Day
729	2	11	Governor Evelio B. Javier Day in the Philippines
730	2	11	Asian American and Pacific Islander Women's Equal Pay Day
731	2	11	International Day of Women and Girls in Science
732	2	11	National Inventors' Day
733	2	11	White Shirt Day
734	2	11	World Day of the Sick
735	2	11	National Inventor's Day in the USA
736	2	11	Day of Revenue Service in Azerbaijan
737	2	11	National Make a Friend Day
738	2	11	Be Electrific Day
739	2	11	Get Out Your Guitar Day
740	2	11	Pro Sports Wives Day
741	2	11	Islamic Revolution's Victory Day in Iran
742	2	11	Forest Animal Feeding Day in Poland
743	2	11	Assault on Copenhagen Day in Denmark
744	2	11	National Foundation Day in Japan
745	2	11	National Shut-in Visitation Day
746	2	11	Extraterrestrial Culture Day
747	2	11	Lateran Treaty Day in Vatican
748	2	11	National Day in Yemen
749	2	11	Satisfied Staying Single Day
750	2	11	European 112 Day
751	2	11	Dont Cry Over Spilled Milk Day
752	2	11	Promise Day
753	2	11	Grandmother Achievement Day
754	2	11	Armed Forces Day in Liberia
755	2	12	Union Day in Myanmar
756	2	12	Memorial Day of 1990 Dushanbe Riots in Tajikistan
757	2	12	Youth Day in Venezuela
758	2	12	International Darwin Day
759	2	12	National Lost Penny Day
760	2	12	Sexual and Reproductive Health Awareness Day
761	2	12	National Freedom to Marry Day
762	2	12	National Plum Pudding Day
763	2	12	NAACP Day
764	2	12	Safety Pup Day
